"Loop_ID" "CAPSULE_FILE" "DT_dist_THRESHOLD_BL" "MAX_INTERACTION_GAP" "DISAGREEMENT_THRESH" "DT_frame_THRESHOLD" "trim_length_sec" "beta" "classifier" "CSI_pre_classifier" "Fbeta_pre_classifier" "precision_pre_classifier" "sensitivity_pre_classifier" "CSI_training" "Fbeta_training" "precision_training" "sensitivity_training" "CSI_test" "Fbeta_test" "precision_test" "sensitivity_test"
33001 "CapsuleDef4" 0.0025 30 0.5 32 0 1 "fit_RF_all" 0.175263279199262 0.298253646312634 0.178312630816367 0.911100233100233 0.678 0.808 0.79 0.827 0.471 0.641 0.625 0.658
33001 "CapsuleDef4" 0.0025 30 0.5 32 0 1 "fit_RF_sbc" 0.175263279199262 0.298253646312634 0.178312630816367 0.911100233100233 0.223 0.364 0.227 0.914 0.148 0.257 0.151 0.875
33001 "CapsuleDef4" 0.0025 30 0.5 32 0 1 "fit_RF_ros" 0.175263279199262 0.298253646312634 0.178312630816367 0.911100233100233 0.678 0.808 0.79 0.827 0.463 0.633 0.604 0.664
33001 "CapsuleDef4" 0.0025 30 0.5 32 0 1 "fit_RF_rus" 0.175263279199262 0.298253646312634 0.178312630816367 0.911100233100233 0.415 0.586 0.435 0.899 0.327 0.493 0.349 0.839
33001 "CapsuleDef4" 0.0025 30 0.5 32 0 1 "fit_RF_smote" 0.175263279199262 0.298253646312634 0.178312630816367 0.911100233100233 0.678 0.808 0.79 0.827 0.422 0.593 0.486 0.762
33001 "CapsuleDef4" 0.0025 30 0.5 32 0 1 "fit_RF_borderline_smote_type1" 0.175263279199262 0.298253646312634 0.178312630816367 0.911100233100233 0.678 0.808 0.79 0.827 0.426 0.598 0.506 0.731
33001 "CapsuleDef4" 0.0025 30 0.5 32 0 1 "fit_RF_borderline_smote_type2" 0.175263279199262 0.298253646312634 0.178312630816367 0.911100233100233 0.678 0.808 0.79 0.827 0.466 0.636 0.579 0.706
33001 "CapsuleDef4" 0.0025 30 0.5 32 0 1 "fit_SVM_all" 0.175263279199262 0.298253646312634 0.178312630816367 0.911100233100233 0.589 0.741 0.716 0.769 0.457 0.627 0.575 0.69
33001 "CapsuleDef4" 0.0025 30 0.5 32 0 1 "fit_SVM_sbc" 0.175263279199262 0.298253646312634 0.178312630816367 0.911100233100233 0.225 0.367 0.23 0.917 0.148 0.258 0.151 0.867
33001 "CapsuleDef4" 0.0025 30 0.5 32 0 1 "fit_SVM_ros" 0.175263279199262 0.298253646312634 0.178312630816367 0.911100233100233 0.579 0.733 0.634 0.87 0.378 0.549 0.45 0.703
